"Title","Type","Area","Source","PIC","Tel","href","Addr","Pos"
"八德聖教會","教會","台灣 - 桃園市","台灣聖教會總會","張進興 牧師","03-365-4005","https://church.oursweb.net/church.php?pkey=811258","334029桃園市八德區介壽路二段770巷23號","{""lat"":""24.9367320"",""lng"":""121.2966530""}"
"台灣基督長老教會力行教會","教會","台灣 - 台中市","台灣基督長老教會總會事務所","江馮同強","04-2360-7014","https://church.oursweb.net/church.php?pkey=811260","401007台中市東區進化路262號","{""lat"":""25.01491"",""lng"":""121.460396""}"
"台灣基督長老教會力發教會","教會","台灣 - 南投縣","台灣基督長老教會總會事務所","許俊雄 牧師","0932-016-433","https://church.oursweb.net/church.php?pkey=811262","545014南投縣埔里鎮明德北路52號","{""lat"":""23.9729561"",""lng"":""120.9776734""}"
"台灣基督長老教會三一教會（南中）","教會","台灣 - 台南市","台灣基督長老教會總會事務所","","06-237-5528","https://church.oursweb.net/church.php?pkey=811265","704016台南市北區開元路148巷21號","{""lat"":""23.0059980"",""lng"":""120.2196120""}"
"台灣基督長老教會三一教會（高中）","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","王子豪 牧師","07-312-3576","https://church.oursweb.net/church.php?pkey=811268","807013高雄市三民區天宮街28號","{""lat"":""22.6497270"",""lng"":""120.3020440""}"
"台灣基督長老教會三民教會（泰中）","教會","台灣 - 桃園市","台灣基督長老教會總會事務所","林蓓茹 牧師","03-382-5696","https://church.oursweb.net/church.php?pkey=811270","336042桃園市復興區三民里19鄰基國派路511巷31號","{""lat"":""24.836748"",""lng"":""121.344127""}"
"三民路浸信會","教會","台灣 - 台北市","中華基督教浸信會聯會","鍾昌貴 牧師","02-2763-0414","https://church.oursweb.net/church.php?pkey=811273","105014台北市松山區三民路107巷7號2樓之13","{""lat"":""25.0576448"",""lng"":""121.56317200000001""}"
"台灣基督長老教會三地門教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","陳明光 牧師","08-799-1684","https://church.oursweb.net/church.php?pkey=811275","901002屏東縣三地門鄉三地村中正路二段29巷7號","{""lat"":""22.7145520"",""lng"":""120.6521640""}"
"台灣基督長老教會三角埔教會","教會","台灣 - 台北市","台灣基督長老教會總會事務所","柯主同 牧師","02-2816-5701","https://church.oursweb.net/church.php?pkey=811278","111068台北市士林區延平北路六段261巷3號","{""lat"":""25.088832"",""lng"":""121.503891""}"
"三林聖教會","教會","台灣 - 桃園市","台灣聖教會總會","","03-4793004","https://church.oursweb.net/church.php?pkey=811280","325005桃園市龍潭區民族路205號3-4樓","{""lat"":""24.8403116"",""lng"":""121.2354344""}"
"台灣基督長老教會三重埔教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","陳志恩 傳道","02-2971-0508","https://church.oursweb.net/church.php?pkey=811285","241058新北市三重區自強路一段65號","{""lat"":""25.0672420"",""lng"":""121.4975990""}"
"三重基督喜信會","教會","台灣 - 新北市","基督喜信會總會","林奇峰 牧師","02-2975-4474","https://church.oursweb.net/church.php?pkey=811288","241003新北市三重區正義南路105巷13號3樓","{""lat"":""25.0592867"",""lng"":""121.4978112""}"
"三重聖教會","教會","台灣 - 新北市","台灣聖教會總會","邢淑慧 傳道","02-2971-1079","https://church.oursweb.net/church.php?pkey=811290","241040新北市三重區中正北路35號4樓","{""lat"":""25.0628280"",""lng"":""121.4912210""}"
"三峽大磐石純福音教會","教會","台灣 - 新北市","財團法人基督教純福音教會台灣總會","蔡小寶 牧師","02-2673-8541","https://church.oursweb.net/church.php?pkey=811292","237006新北市三峽區民生街85號3樓","{""lat"":""24.9357477"",""lng"":""121.374784""}"
"台灣基督長老教會原美教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","莎妃．黛思奴娜","02-2673-1264","https://church.oursweb.net/church.php?pkey=811294","237018新北市三峽區文化路82巷1號6樓","{""lat"":""24.9361759"",""lng"":""121.3720191""}"
"台灣基督長老教會三義教會","教會","台灣 - 苗栗縣","台灣基督長老教會總會事務所","邱志仁 牧師","037-87-0792","https://church.oursweb.net/church.php?pkey=811299","367005苗栗縣三義鄉復興路2號","{""lat"":""24.4129900"",""lng"":""120.7704556""}"
"三民聖教會","教會","台灣 - 高雄市","台灣聖教會總會","余俊益 牧師","07-343-8448","https://church.oursweb.net/church.php?pkey=811272","813024高雄市左營區重立路61號","{""lat"":""22.672935100285795"",""lng"":""120.3127959944427""}"
"台灣基督長老教會三光教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","趙謨立","02-2287-3705","https://church.oursweb.net/church.php?pkey=811274","241069新北市三重區三和路四段388-2號3樓","{""lat"":""25.0790290"",""lng"":""121.4821470""}"
"台灣基督長老教會三多教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","陳信忠 牧師","07-771-9531","https://church.oursweb.net/church.php?pkey=811276","802020高雄市苓雅區武嶺街101號","{""lat"":""22.6226138"",""lng"":""120.33297730000004""}"
"台灣基督長老教會三和教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","林信澤 牧師","02-2901-4783","https://church.oursweb.net/church.php?pkey=811279","242052新北市新莊區中正路929巷26號","{""lat"":""25.0419800"",""lng"":""121.4650110""}"
"台灣基督長老教會三星教會","教會","台灣 - 宜蘭縣","台灣基督長老教會總會事務所","黃保諭 牧師","03-989-2352","https://church.oursweb.net/church.php?pkey=811283","266008宜蘭縣三星鄉三星路五段192號","{""lat"":""24.6659110"",""lng"":""121.6494260""}"
"三重神召會","教會","台灣 - 新北市","中國神召會台灣區議會","朴世光 牧師","02-2986-2511","https://church.oursweb.net/church.php?pkey=811286","241014新北市三重區捷運路19巷5號","{""lat"":""25.0568530"",""lng"":""121.4853250""}"
"台灣基督長老教會三重救恩教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","","02-2984-2306","https://church.oursweb.net/church.php?pkey=811289","241032新北市三重區自強路一段160巷3弄9號","{""lat"":""25.0656830"",""lng"":""121.4949230""}"
"三重靈糧堂","教會","台灣 - 新北市","靈糧全球使徒性網絡","萬游艷凰 牧師","02-8981-6327","https://church.oursweb.net/church.php?pkey=811291","241041新北市三重區中正北路2號B1","{""lat"":""25.0630796"",""lng"":""121.4891067""}"
"台灣基督長老教會三峽教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","","02-2671-1981","https://church.oursweb.net/church.php?pkey=811293","237005新北市三峽區民族街1號","{""lat"":""24.9315970"",""lng"":""121.3691820""}"
"三愛會石牌教會","教會","台灣 - 台北市","melodymelody0209@yahoo.com.tw","侯樹良 牧師","02-2821-4532","https://church.oursweb.net/church.php?pkey=811298","112031台北市北投區石牌路一段71巷15弄3號","{""lat"":""25.114311"",""lng"":""121.510795""}"
"台灣基督長老教會下半天教會","教會","台灣 - 嘉義縣","台灣基督長老教會總會事務所","劉宇捷 傳道師","05-375-0840","https://church.oursweb.net/church.php?pkey=811301","611005嘉義縣鹿草鄉下半天5號","{""lat"":""23.4204920"",""lng"":""120.3397100""}"
"台灣基督長老教會下馬教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","伍識賢 傳道師","0928-569-520","https://church.oursweb.net/church.php?pkey=811303","957005台東縣海端鄉霧鹿村下馬5鄰1號","{""lat"":""23.1560836"",""lng"":""121.0637928""}"
"台灣基督長老教會下德武教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","林春銘","03-887-5718","https://church.oursweb.net/church.php?pkey=811305","981005花蓮縣玉里鎮德武里13鄰49號","{""lat"":""23.4713925"",""lng"":""121.417046""}"
"上光基督教會","教會","台灣 - 新竹縣","victoria@greenark.net","高正勝 (達那伊谷) 牧師","0910427360","https://church.oursweb.net/church.php?pkey=811307","313004新竹縣尖石鄉鄉錦屏村6鄰16號之2","{""lat"":""24.6813208"",""lng"":""121.2126772""}"
"台灣基督長老教會久美教會","教會","台灣 - 南投縣","台灣基督長老教會總會事務所","Dahu Istanda 史永偉 牧師","049-283-1554","https://church.oursweb.net/church.php?pkey=811310","556002南投縣信義鄉望美村美信巷31號","{""lat"":""23.6194630"",""lng"":""120.8840860""}"
"財團法人斗六基督教浸信會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","","05-532-2149","https://church.oursweb.net/church.php?pkey=811312","640007雲林縣斗六市文化路42號","{""lat"":""23.7108070"",""lng"":""120.5463690""}"
"水上基督教浸信宣道會","教會","台灣 - 嘉義縣","中華浸信宣道會聯合會","闕雅萍","05-268-6324","https://church.oursweb.net/church.php?pkey=811314","608013嘉義縣水上鄉柳新村柳子林48之10號","{""lat"":""23.4290671"",""lng"":""120.4098487""}"
"中華浸信宣道會台中教會","教會","台灣 - 台中市","中華浸信宣道會聯合會","江英輝 執事","04-2211-4785, 04-22119774","https://church.oursweb.net/church.php?pkey=811316","401001台中市東區練武路111號","{""lat"":""24.1433628"",""lng"":""120.6881268""}"
"中華浸信宣道會台南永華教會","教會","台灣 - 台南市","708006台南市安平區建平七街683號","","","https://church.oursweb.net/church.php?pkey=811318","708006台南市安平區建平七街683號","{""lat"":""22.9900873"",""lng"":""120.1692318""}"
"中華浸信宣道會台中重慶教會","教會","台灣 - 台中市","中華浸信宣道會聯合會","李麗珍 牧師","04-2312-6966","https://church.oursweb.net/church.php?pkey=811321","407042台中市西屯區重慶路252號","{""lat"":""24.1693850"",""lng"":""120.6611450""}"
"基督教三義崇真堂","教會","台灣 - 苗栗縣","基督教台灣崇真會","葛欣如","037-87-5332","https://church.oursweb.net/church.php?pkey=811300","367005苗栗縣三義鄉中正路85號","{""lat"":""24.3115400"",""lng"":""120.8266650""}"
"台灣基督長老教會下盆教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","","02-2661-6015","https://church.oursweb.net/church.php?pkey=811302","233002新北市烏來區福山里屯鹿20號","{""lat"":""24.775055"",""lng"":""121.500345""}"
"台灣基督長老教會下野教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","田斯寧 牧師","089-56-8138","https://church.oursweb.net/church.php?pkey=811304","953103台東縣延平鄉鸞山村榕山路下野12鄰49號","{""lat"":""22.8855591"",""lng"":""121.160283""}"
"財團法人基督教上石里浸信會","教會","台灣 - 台中市","中華基督教浸信會聯會","梁克丞 牧師","04-2451-4593","https://church.oursweb.net/church.php?pkey=811306","407037台中市西屯區慶和街91號","{""lat"":""24.1757360"",""lng"":""120.6465330""}"
"多良長老教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","王淑媛 傳道師","089-771521；0977-756621","https://church.oursweb.net/church.php?pkey=811308","963006台東縣太麻里鄉多良村5鄰65-1號","{""lat"":""22.5081693"",""lng"":""120.9566908""}"
"中華浸信宣道會大安教會","教會","台灣 - 台北市","中華浸信宣道會聯合會","施義忠 牧師","02-2707-7332","https://church.oursweb.net/church.php?pkey=811311","106097台北市大安區瑞安街23巷11號","{""lat"":""25.031056"",""lng"":""121.544774""}"
"中華浸信宣道會斗南教會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","沈介仁 牧師","05-597-2149","https://church.oursweb.net/church.php?pkey=811313","630041雲林縣斗南鎮中山路163號","{""lat"":""23.6453070"",""lng"":""120.5619707""}"
"中華浸信宣道會北港教會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","劉美珊 牧師","05-782-5107","https://church.oursweb.net/church.php?pkey=811315","651002雲林縣北港鎮西勢街7號","{""lat"":""23.5673840"",""lng"":""120.3018920""}"
"中華浸信宣道會台東黎明教會","教會","台灣 - 台東縣","中華浸信宣道會聯合會","陳潤淑","089-22-4724","https://church.oursweb.net/church.php?pkey=811317","950020台東縣台東市志航路一段9號","{""lat"":""22.7780854"",""lng"":""121.12698260000002""}"
"中華浸信宣道會竹山教會","教會","台灣 - 南投縣","中華浸信宣道會聯合會","李桂蓉","049-264-4363","https://church.oursweb.net/church.php?pkey=811320","557003南投縣竹山鎮竹山村菜園路50號","{""lat"":""23.7538009"",""lng"":""120.6835721""}"
"中華浸信宣道會車城福音中心","教會","台灣 - 屏東縣","中華浸信宣道會聯合會","林宣裕 傳道","08-882-4813","https://church.oursweb.net/church.php?pkey=811324","944012屏東縣車城鄉仁愛路1巷8號","{""lat"":""22.0742973"",""lng"":""120.7149805""}"
"中華基督教浸信宣道會松竹教會","教會","台灣 - 台中市","中華浸信宣道會聯合會","高臨榮 牧師","04-22421332","https://church.oursweb.net/church.php?pkey=811326","406014台中市北屯區松明街70號","{""lat"":""24.1860990"",""lng"":""120.6995490""}"
"中華浸信宣道會虎尾教會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","","05-631-1269","https://church.oursweb.net/church.php?pkey=811328","632003雲林縣虎尾鎮林森路一段517號","{""lat"":""23.7085830"",""lng"":""120.4324880""}"
"中華基督教浸信宣道會員林教會","教會","台灣 - 彰化縣","中華浸信宣道會聯合會","高瑞言","04-835-3960","https://church.oursweb.net/church.php?pkey=811331","510019彰化縣員林市三民東街25號","{""lat"":""23.9592600"",""lng"":""120.5757780""}"
"中華浸信宣道會梅林教會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","張順誨","05-532-3865","https://church.oursweb.net/church.php?pkey=811333","640108雲林縣斗六市梅林路48號","{""lat"":""23.7019499"",""lng"":""120.6023701""}"
"中華浸信宣道會黎明教會","教會","台灣 - 台中市","中華浸信宣道會聯合會","劉進耀 牧師","04-2479-5916","https://church.oursweb.net/church.php?pkey=811337","408001台中市南屯區楓和路892號","{""lat"":""24.118015475545"",""lng"":""120.62567967055224""}"
"中華浸信宣道會南京教會","教會","台灣 - 高雄市","中華浸信宣道會聯合會","陳明志 牧師","07-763-1085","https://church.oursweb.net/church.php?pkey=811340","830043高雄市鳳山區南京路340巷2號","{""lat"":""22.617372496973455"",""lng"":""120.34603033065798""}"
"中華神的教會","教會","台灣 - 台中市","406028台中市北屯區崇德路一段548號7樓","陳煥光","04-2233-3729","https://church.oursweb.net/church.php?pkey=811342","406028台中市北屯區崇德路一段548號7樓","{""lat"":""24.16711"",""lng"":""120.685447""}"
"中華基督長老教會山宣總會復興教會","教會","台灣 - 花蓮縣","971066花蓮縣新城鄉北埔村復興路274號","邱美珠","03-8265275","https://church.oursweb.net/church.php?pkey=811344","971066花蓮縣新城鄉北埔村復興路274號","{""lat"":""24.0328484"",""lng"":""121.6027662""}"
"中華基督長老會平鎮教會","教會","台灣 - 桃園市","中華基督教長老會","陳宜靜","03-450-8801","https://church.oursweb.net/church.php?pkey=811347","324025桃園市平鎮區平東路239巷120弄11號","{""lat"":""24.9153310"",""lng"":""121.2489900""}"
"中華浸信宣道會西螺教會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","楊青生 牧師","05-586-4164","https://church.oursweb.net/church.php?pkey=811323","648001雲林縣西螺鎮文昌路107號","{""lat"":""23.7982980"",""lng"":""120.4635000""}"
"中華浸信宣道會林頭教會","教會","台灣 - 雲林縣","中華浸信宣道會聯合會","吳佳哲 牧師","05-532-2238","https://church.oursweb.net/church.php?pkey=811325","640102雲林縣斗六市榮譽路205號","{""lat"":""23.7041882"",""lng"":""120.5583360""}"
"中華浸信宣道會武昌教會","教會","台灣 - 高雄市","中華浸信宣道會聯合會","郭俊豪 牧師","07-333-2345","https://church.oursweb.net/church.php?pkey=811327","802037高雄市苓雅區民權一路38號","{""lat"":""22.619765"",""lng"":""120.313795""}"
"財團法人台灣省屏東縣中華浸信宣道會屏東教會","教會","台灣 - 屏東縣","中華浸信宣道會聯合會","巫俊雄","08-736-2382, 0939-651-429","https://church.oursweb.net/church.php?pkey=811330","900027屏東縣屏東市自由路339號","{""lat"":""22.6784270"",""lng"":""120.4973490""}"
"高雄市基督教高榮教會","教會","台灣 - 高雄市","https://www.facebook.com/177752412287737/","宋元聖","07-345-9032","https://church.oursweb.net/church.php?pkey=811332","813022高雄市左營區榮總路203巷16號","{""lat"":""22.68294865897825"",""lng"":""120.32127967358272""}"
"中華浸信宣道會福和教會","教會","台灣 - 新北市","中華浸信宣道會聯合會","","02-2927-8883","https://church.oursweb.net/church.php?pkey=811336","234016新北市永和區中興街133巷13號B1","{""lat"":""25.0123400"",""lng"":""121.5178400""}"
"中華浸信宣道會覺民教會","教會","台灣 - 高雄市","中華浸信宣道會聯合會","雪新心 牧師","07-384-1248","https://church.oursweb.net/church.php?pkey=811339","807560高雄市三民區臥龍路113號3-5樓","{""lat"":""22.6403600"",""lng"":""120.3301480""}"
"中華海外宣道會桃園福音堂","教會","台灣 - 桃園市","330055桃園市桃園區樹林六街3號","尹在興","03-362-8461","https://church.oursweb.net/church.php?pkey=811341","330055桃園市桃園區樹林六街3號","{""lat"":""24.9800640"",""lng"":""121.3157380""}"
"財團法人中華基督長老會山宣總會","宗派中心","台灣 - 花蓮縣","watan@mail3.intellect.com.tw","林韋","03-8610148","https://church.oursweb.net/church.php?pkey=811343","972002花蓮縣秀林鄉秀林村秀林路10-1號","{""lat"":""24.1173930"",""lng"":""121.6250340""}"
"中華基督長老會山宣總會板橋教會","教會","台灣 - 新北市","財團法人中華基督長老會山宣總會","林玉蘭","02-2275-3425","https://church.oursweb.net/church.php?pkey=811345","220095新北市板橋區大觀路2段22-2號3樓","{""lat"":""25.0030850"",""lng"":""121.4465920""}"
"中華基督教中央浸信會","教會","台灣 - 新北市","中華基督教浸信會聯會","郭洪生 牧師","02-2219-8073","https://church.oursweb.net/church.php?pkey=811350","231034新北市新店區中央三街15號","{""lat"":""24.9736730"",""lng"":""121.5291530""}"
"中華基督教加恩堂","教會","台灣 - 台北市","http://blog.udn.com/jiaentang/article","劉滿榮","02-2765-0005","https://church.oursweb.net/church.php?pkey=811352","110064台北市信義區永吉路120巷33號4樓","{""lat"":""25.044565"",""lng"":""121.57041""}"
"社團法人台北市基督教安提阿浸信會","教會","台灣 - 台北市","中華基督教浸信會聯會","黃淑靖 牧師","02-3365-2942","https://church.oursweb.net/church.php?pkey=811354","100045台北市中正區師大路159號2樓","{""lat"":""25.020639"",""lng"":""121.52757""}"
"基督教長老會台東福音教會","教會","台灣 - 台東縣","950011台東縣台東市甘泉街29號","陳雅各","089-32-8595","https://church.oursweb.net/church.php?pkey=811363","950011台東縣台東市甘泉街29號","{""lat"":""22.7581418"",""lng"":""121.1384137""}"
"財團法人台北市中華基督教長老會台北信友堂","教會","台灣 - 台北市","中華基督教長老會","林炳宏","02-2363-1035","https://church.oursweb.net/church.php?pkey=811365","106019台北市大安區羅斯福路三段269巷5號","{""lat"":""25.019176"",""lng"":""121.530864""}"
"中華基督教信義會永生堂","教會","台灣 - 桃園市","財團法人台灣省中華基督教信義會","劉春雄 牧師","03-334-3213","https://church.oursweb.net/church.php?pkey=811368","333035桃園市龜山區萬壽路三段99巷16之5號","{""lat"":""24.9907520"",""lng"":""121.3213010""}"
